filepath,class,label
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2280.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1937.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3920.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4830.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1562.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2449.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3280.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6230.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2512.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1813.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5033.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3242.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1610.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5456.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4921.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5832.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\892.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4506.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1543.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4856.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2391.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\136.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1125.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1833.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2680.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3113.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3415.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5217.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2434.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2556.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2081.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1257.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3998.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5506.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1196.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3823.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\535.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5276.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1611.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4156.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3735.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3580.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3180.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\681.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3743.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3346.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2104.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4498.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5282.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\101.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2620.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6255.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1633.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\415.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\502.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2417.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\952.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\114.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4532.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6192.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2155.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\536.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\378.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1516.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3738.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4834.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\280.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3102.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1126.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4838.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4392.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1330.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4983.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5503.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3852.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1990.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4189.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2953.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\455.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5514.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4293.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2928.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\568.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5489.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3392.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3073.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4416.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2572.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4145.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2316.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4068.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1346.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2039.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2064.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\21.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5219.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4982.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\391.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5147.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1009.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3622.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3905.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3597.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1422.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2194.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1512.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4072.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5792.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2500.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5018.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1535.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5597.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5380.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2022.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1538.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\267.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1432.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\239.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5314.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\614.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2809.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\316.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\995.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\205.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2454.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3015.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3427.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4523.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\969.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4531.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3079.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\292.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\933.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1583.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\624.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4938.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4560.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\930.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1541.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2449.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2787.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6288.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\926.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5483.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3624.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4558.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4986.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4355.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5294.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4660.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4808.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2632.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5031.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1358.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2905.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\959.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4764.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2863.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\870.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\643.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\687.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\164.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3384.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2733.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2563.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2443.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\505.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2928.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5516.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6260.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\655.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3493.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2803.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2213.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4730.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1588.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1491.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\849.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\322.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2970.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4605.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5883.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4795.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2105.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1295.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1876.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1015.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4087.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3709.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5179.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1582.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3385.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\735.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2312.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1781.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3196.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1043.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2931.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1719.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2140.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1193.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2320.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4239.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5496.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\787.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4369.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4518.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6042.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3930.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2428.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3154.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1814.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2699.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3292.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\480.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\363.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4626.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1714.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2347.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2710.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\305.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3970.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3817.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3299.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\817.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4193.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1265.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5095.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4320.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3951.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4609.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4119.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1066.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3896.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4700.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\762.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3107.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4095.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5411.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5274.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3592.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1149.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2600.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3787.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1977.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1911.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5681.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6067.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\504.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1852.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5804.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\737.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\989.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3803.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5342.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5262.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4331.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5399.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2655.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2416.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3864.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\600.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1077.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\226.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1879.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\570.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\546.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5064.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\531.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2559.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2285.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4763.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3725.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2384.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4952.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1131.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\954.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2490.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2700.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4332.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4876.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2037.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5333.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1938.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\177.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3476.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2287.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2384.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5179.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5478.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4621.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4081.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3636.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1214.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\6224.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2335.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\443.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\483.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1132.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1649.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\124.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2406.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2288.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5521.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2275.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1870.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\236.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2032.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3693.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5475.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3748.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5226.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3436.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2296.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\1188.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2696.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\2478.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\3210.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4419.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\265.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\262.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\2190.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1222.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4185.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\29.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\3747.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\5253.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\4049.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\352.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\5297.jpg,Benign,0
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4446.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1310.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\4750.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Malignant\1607.jpg,Malignant,1
D:/university/summer 26/Data Mining/research project/archive\train\Benign\49.jpg,Benign,0
